"DESKTOP-VQ7MEB2","\Microsoft\Windows\Application Experience\Microsoft Compatibility Appraiser","2025/07/26 4:08:10","準備完了","対話型/バックグラウンド","2025/07/25 15:24:07","0","Microsoft Corporation","%windir%\system32\sc.exe start InventorySvc","N/A","Microsoft カスタマー エクスペリエンス向上プログラムに参加している場合に、プログラムの利用統計情報を収集します。","有効","無効","","SYSTEM","無効","96:00:00","スケジュール データをこの形式で使用することはできません。","一度だけ, 毎時 ","3:00:00","2008/09/01","N/A","N/A","N/A","6 時間、0 分","なし","無効","無効"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Application Experience\Microsoft Compatibility Appraiser Exp","N/A","準備完了","対話型/バックグラウンド","1999/11/30 0:00:00","267011","Microsoft Corporation","%windir%\system32\compattelrunner.exe -m:appraiser.dll -f:DoScheduledTelemetryRun express","N/A","Microsoft カスタマー エクスペリエンス向上プログラムに参加している場合に、プログラムの利用統計情報を収集します。","有効","無効","","SYSTEM","無効","00:05:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Application Experience\PcaPatchDbTask","2025/07/26 3:28:54","準備完了","対話型/バックグラウンド","2025/07/25 15:34:55","0","Microsoft Corporation","%windir%\system32\rundll32.exe %windir%\system32\PcaSvc.dll,PcaPatchSdbTask","N/A","Updates compatibility database","有効","無効","","SYSTEM","無効","24:00:00","スケジュール データをこの形式で使用することはできません。","一度だけ, 毎時 ","3:00:00","2008/09/01","N/A","N/A","N/A","12 時間、0 分","なし","無効","無効"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Application Experience\SdbinstMergeDbTask","N/A","準備完了","対話型/バックグラウンド","1999/11/30 0:00:00","267011","マイクロソフト","%windir%\system32\sdbinst.exe -mm","N/A","マージを保留している shim データベースをマージします。","有効","無効","","SYSTEM","無効","00:10:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Application Experience\SdbinstMergeDbTask","N/A","準備完了","対話型/バックグラウンド","1999/11/30 0:00:00","267011","マイクロソフト","%windir%\system32\sdbinst.exe -mm","N/A","マージを保留している shim データベースをマージします。","有効","無効","","SYSTEM","無効","00:10:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Application Experience\StartupAppTask","N/A","準備完了","対話型/バックグラウンド","2025/07/25 8:46:20","0","Microsoft Corporation","%windir%\system32\rundll32.exe Startupscan.dll,SusRunTask","N/A","スタートアップ エントリが多すぎる場合は、スタートアップ エントリをスキャンしてユーザーに通知します。","有効","無効","バッテリ モードで停止, バッテリで開始しない","INTERACTIVE","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","要求時のみ","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\ApplicationData\appuriverifierdaily","N/A","準備完了","対話型/バックグラウンド","2025/07/25 19:45:56","0","Microsoft Corporation","%windir%\system32\AppHostRegistrationVerifier.exe ","N/A","AppUriHandler ホストの登録を検証します。","有効","無効","","INTERACTIVE","無効","00:15:00","スケジュール データをこの形式で使用することはできません。","要求時のみ","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\ApplicationData\appuriverifierinstall","N/A","準備完了","対話型/バックグラウンド","2025/07/18 8:51:41","0","Microsoft Corporation","%windir%\system32\AppHostRegistrationVerifier.exe ","N/A","AppUriHandler ホストの登録を検証します。","有効","無効","","INTERACTIVE","無効","00:15:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\ApplicationData\CleanupTemporaryState","N/A","準備完了","対話型/バックグラウンド","2025/07/21 2:56:13","0","Microsoft Corporation","%windir%\system32\rundll32.exe Windows.Storage.ApplicationData.dll,CleanupTemporaryState","N/A","Cleans up each package's unused temporary files.","有効","無効","バッテリ モードで停止, バッテリで開始しない","SYSTEM","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","要求時のみ","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\ApplicationData\DsSvcCleanup","N/A","準備完了","対話型/バックグラウンド","2025/07/25 19:45:56","0","Microsoft Corporation","%windir%\system32\dstokenclean.exe ","N/A","データ共有サービスのメンテナンスを実行します。","有効","無効","バッテリ モードで停止, バッテリで開始しない","SYSTEM","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","要求時のみ","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\AppListBackup\Backup","N/A","準備完了","対話型/バックグラウンド","2025/07/25 19:45:56","0","$(@%SystemRoot%\system32\AppListBackupLauncher.dll,-600)","COM ハンドラー","N/A","$(@%SystemRoot%\system32\AppListBackupLauncher.dll,-602)","有効","無効","バッテリ モードで停止, バッテリで開始しない","Users","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","要求時のみ","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\AppListBackup\BackupNonMaintenance","2025/07/26 2:24:26","準備完了","対話型/バックグラウンド","2025/07/13 13:23:05","0","$(@%SystemRoot%\system32\AppListBackupLauncher.dll,-600)","COM ハンドラー","N/A","$(@%SystemRoot%\system32\AppListBackupLauncher.dll,-602)","有効","無効","","Users","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","毎日 ","0:00:00","2022/01/01","N/A","14 日ごと","N/A","無効","無効","無効","無効"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\AppxDeploymentClient\Pre-staged app cleanup","N/A","無効","対話型/バックグラウンド","2025/02/26 9:54:16","0","N/A","%windir%\system32\rundll32.exe %windir%\system32\AppxDeploymentClient.dll,AppxPreStageCleanupRunTask","N/A","N/A","無効","15 分アイドルだった場合にのみ開始, 15 分アイドルでない場合再実行","バッテリ モードで停止, バッテリで開始しない","SYSTEM","無効","無効","スケジュール データをこの形式で使用することはできません。","ログオン時","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Autochk\Proxy","N/A","準備完了","対話型/バックグラウンド","2025/07/24 9:29:35","0","Microsoft Corporation","%windir%\system32\rundll32.exe /d acproxy.dll,PerformAutochkOperations","N/A","このタスクは、Microsoft カスタマー エクスペリエンス向上プログラムに参加している場合、autochk SQM データを収集してアップロードします。","有効","10 分アイドルだった場合にのみ開始, 525600 分アイドルでない場合再実行","","SYSTEM","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","システムの開始時","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
